"filename", "language", "Markdown", "JSON", "YAML", "TypeScript", "JSON with Comments", "PostCSS", "TypeScript JSX", "XML", "JavaScript", "MS SQL", "comment", "blank", "total"
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\coaching\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\dashboard\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 7, 17, 237
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\improvement\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 2, 14, 146
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\improvement\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\leaderboard\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 6, 19, 193
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\leaderboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\match\[matchId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 10, 75
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\milestone\MilestoneChampionList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 5, 48
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\milestone\MilestoneRankJourney.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 9, 79
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\milestone\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 14, 136
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\milestone\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\onboarding\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 16, 182
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\onboarding\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\otp\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 2, 14, 118
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\otp\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\recap\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 3, 14, 122
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\recap\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\roadmap\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 3, 10, 93
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\accounts\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 5, 34
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\billing\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 5, 27, 310
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\billing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\discord\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 3, 14, 148
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\discord\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\notifications\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 11, 106
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\notifications\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\privacy\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 20, 262
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\privacy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\profile\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 4, 16, 157
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\profile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\security\ActiveSessionsList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 11, 118
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\security\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\security\TwoFactorSetup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 15, 233
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\settings\security\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\teams\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 4, 13, 117
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\teams\create\PageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 14, 105
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\teams\create\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(app)\teams\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(auth)\forgot-password\ForgotPasswordForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 11, 107
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(auth)\forgot-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(auth)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(auth)\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(auth)\register\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(auth)\reset-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\champions\[name]\ChampionAbilities.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 2, 10, 109
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\champions\[name]\ChampionSkins.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 1, 4, 48
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\champions\[name]\abilityViews.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 4, 44
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\champions\[name]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 2, 21, 179
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\champions\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 1, 11, 88
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\FeaturePreviews.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 5, 8, 136
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\FeaturesSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 8, 9, 106
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\HeroSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 7, 7, 89
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\HeroShowcase.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 3, 4, 41
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\HowItWorksSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 3, 6, 71
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\MarketingFooter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 11, 86
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\MarketingHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 4, 8, 103
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\MetaSnapshotSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 3, 7, 89
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\PricingB2BSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 2, 4, 68
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\PricingCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 7, 11, 173
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\PricingComparisonTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 4, 8, 111
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\PricingContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 3, 15, 155
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\ProductDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 2, 10, 84
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\ProductDemoSteps.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 4, 7, 112
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\Reveal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 4, 31
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\StartFreeCta.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 3, 17
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\TeamPlanSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 4, 11, 140
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\TestimonialsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 1, 5, 91
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\components\ToolsInActionSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 1, 7, 125
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 2, 9, 100
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\pricing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\privacy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 9, 104
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\s\[region]\[gameName]\[tagLine]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 273, 0, 0, 0, 8, 24, 305
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(marketing)\terms\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 9, 112
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(team)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(team)\teams\[teamId]\activity\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 21
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(team)\teams\[teamId]\members\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(team)\teams\[teamId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(team)\teams\[teamId]\report\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 10, 70
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(team)\teams\[teamId]\reports\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 15, 107
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(team)\teams\[teamId]\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 7, 47
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\RelatedTools.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 2, 3, 36
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\ToolUpgradeNudge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 4, 6, 61
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\aram\[champion]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 1, 5, 39
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\aram\tier-list\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 11, 118
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\builds\BuildSearch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 2, 6, 32
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\builds\[champion]\[role]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 2, 6, 40
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\builds\[champion]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 5, 40
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\builds\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 8, 69
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\counters\[champion]\CounterInsights.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 2, 6, 46
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\counters\[champion]\counterText.ts", "TypeScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 3, 8, 60
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\counters\[champion]\opengraph-image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\counters\[champion]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 7, 20, 237
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\matchups\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 2, 6, 38
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\meta\MoverList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 5, 80
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\meta\metaReportText.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 3, 12, 82
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\meta\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 3, 16, 150
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\opengraph-image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 3, 16
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\counter-picker\CounterPickerControls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 4, 9, 108
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\counter-picker\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 2, 17, 176
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\draft-analyzer\DraftBuilder.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 2, 8, 83
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\draft-analyzer\DraftResults.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 10, 127
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\draft-analyzer\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 5, 17, 138
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\matchup\MatchupBuildSummary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 2, 7, 104
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\matchup\MatchupControls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 7, 88
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\matchup\MatchupReportCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 1, 7, 82
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\matchup\loadMatchupExtras.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 3, 8, 68
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\matchup\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 1, 16, 145
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\opengraph-image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\kaana\OneDrive\Belgeler\kcorrai-coding\lol-ai\app\(tools)\tools\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 8, 123
